,id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n
807505,6LgN5qhA/,6LgN5qhA38,38,46,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the right side of the box is saved in the centre of the goal. Assisted by Angel Di MarA­a with a through ball.,1,12.0,1,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,angel di maria,,,5.0,1.0,0,11.0,1.0,4,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-monaco-6LgN5qhA/,True,2016-03-20,F1,2016,france,Paris Saint-Germain,AS Monaco,0,2,1.47,5.33,11.0,,,,
807509,6LgN5qhA/,6LgN5qhA42,42,51,Hand ball by Zlatan Ibrahimovic (Paris Saint Germain).,10,,1,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-monaco-6LgN5qhA/,True,2016-03-20,F1,2016,france,Paris Saint-Germain,AS Monaco,0,2,1.47,5.33,11.0,,,,
807524,6LgN5qhA/,6LgN5qhA57,57,70,"Offside, Paris Saint Germain. Thiago Motta tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,thiago motta,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-monaco-6LgN5qhA/,True,2016-03-20,F1,2016,france,Paris Saint-Germain,AS Monaco,0,2,1.47,5.33,11.0,,,,
807527,6LgN5qhA/,6LgN5qhA60,60,77,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked.,1,,1,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-monaco-6LgN5qhA/,True,2016-03-20,F1,2016,france,Paris Saint-Germain,AS Monaco,0,2,1.47,5.33,11.0,,,,
807534,6LgN5qhA/,6LgN5qhA67,67,80,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) header from the right side of the six yard box is just a bit too high following a corner.,1,,1,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,,,,1.0,2.0,0,12.0,3.0,0,3.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-monaco-6LgN5qhA/,True,2016-03-20,F1,2016,france,Paris Saint-Germain,AS Monaco,0,2,1.47,5.33,11.0,,,,
807538,6LgN5qhA/,6LgN5qhA71,71,83,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is blocked. Assisted by Lucas Moura.,1,12.0,1,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,lucas moura,,,2.0,3.0,0,3.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-monaco-6LgN5qhA/,True,2016-03-20,F1,2016,france,Paris Saint-Germain,AS Monaco,0,2,1.47,5.33,11.0,,,,
807546,6LgN5qhA/,6LgN5qhA79,79,88,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the left side of the six yard box is too high. Assisted by Thiago Silva following a corner.,1,12.0,1,Paris Saint-Germain,AS Monaco,zlatan ibrahimovic,thiago silva,,,10.0,2.0,0,10.0,1.0,1,3.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-monaco-6LgN5qhA/,True,2016-03-20,F1,2016,france,Paris Saint-Germain,AS Monaco,0,2,1.47,5.33,11.0,,,,
810331,dY0b3Bm9/,dY0b3Bm93,3,5,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is close, but misses to the right. Assisted by Lucas Moura.",1,12.0,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,lucas moura,,,9.0,2.0,0,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-nice-dY0b3Bm9/,True,2016-04-02,F1,2016,france,Paris Saint-Germain,Nice,4,1,1.64,4.9,8.82,,,,
810336,dY0b3Bm9/,dY0b3Bm98,8,15,"Goal!  Paris Saint Germain 1, Nice 0. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from a difficult angle on the right to the high centre of the goal. Assisted by David Luiz with a through ball.",1,12.0,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,david luiz,,,,1.0,1,8.0,1.0,4,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-nice-dY0b3Bm9/,True,2016-04-02,F1,2016,france,Paris Saint-Germain,Nice,4,1,1.64,4.9,8.82,,,,
810338,dY0b3Bm9/,dY0b3Bm910,10,23,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-nice-dY0b3Bm9/,True,2016-04-02,F1,2016,france,Paris Saint-Germain,Nice,4,1,1.64,4.9,8.82,,,,
810347,dY0b3Bm9/,dY0b3Bm919,19,34,"Goal!  Paris Saint Germain 2, Nice 1. Zlatan Ibrahimovic (Paris Saint Germain) from a free kick with a right footed shot to the top left corner.",1,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,12.0,1.0,1,19.0,1.0,0,4.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-nice-dY0b3Bm9/,True,2016-04-02,F1,2016,france,Paris Saint-Germain,Nice,4,1,1.64,4.9,8.82,,,,
810356,dY0b3Bm9/,dY0b3Bm928,28,46,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Maxwell.,1,12.0,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,maxwell,,,5.0,1.0,0,3.0,2.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-nice-dY0b3Bm9/,True,2016-04-02,F1,2016,france,Paris Saint-Germain,Nice,4,1,1.64,4.9,8.82,,,,
810362,dY0b3Bm9/,dY0b3Bm934,34,50,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the left side of the six yard box is blocked. Assisted by David Luiz.,1,12.0,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,david luiz,,,2.0,3.0,0,10.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-nice-dY0b3Bm9/,True,2016-04-02,F1,2016,france,Paris Saint-Germain,Nice,4,1,1.64,4.9,8.82,,,,
810368,dY0b3Bm9/,dY0b3Bm940,40,61,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-nice-dY0b3Bm9/,True,2016-04-02,F1,2016,france,Paris Saint-Germain,Nice,4,1,1.64,4.9,8.82,,,,
810399,dY0b3Bm9/,dY0b3Bm971,71,82,"Goal!  Paris Saint Germain 4, Nice 1. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the left side of the box to the centre of the goal. Assisted by Adrien Rabiot with a through ball.",1,12.0,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,adrien rabiot,,,5.0,1.0,1,9.0,2.0,4,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-nice-dY0b3Bm9/,True,2016-04-02,F1,2016,france,Paris Saint-Germain,Nice,4,1,1.64,4.9,8.82,,,,
810404,dY0b3Bm9/,dY0b3Bm976,76,88,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick on the left wing.,8,,1,Paris Saint-Germain,Nice,zlatan ibrahimovic,,,,,,0,4.0,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-nice-dY0b3Bm9/,True,2016-04-02,F1,2016,france,Paris Saint-Germain,Nice,4,1,1.64,4.9,8.82,,,,
821579,vVsqBaom/,vVsqBaom4,4,12,"Goal!  Paris Saint Germain 1, Caen 0. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box to the centre of the goal. Assisted by Angel Di MarA­a.",1,12.0,1,Paris Saint-Germain,Caen,zlatan ibrahimovic,angel di maria,,,5.0,1.0,1,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-caen-vVsqBaom/,True,2016-04-16,F1,2016,france,Paris Saint-Germain,Caen,6,0,1.33,7.1,13.0,,,,
821593,vVsqBaom/,vVsqBaom18,18,28,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from outside the box is blocked. Assisted by Angel Di MarA­a.,1,12.0,1,Paris Saint-Germain,Caen,zlatan ibrahimovic,angel di maria,,,2.0,3.0,0,15.0,2.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-caen-vVsqBaom/,True,2016-04-16,F1,2016,france,Paris Saint-Germain,Caen,6,0,1.33,7.1,13.0,,,,
821599,vVsqBaom/,vVsqBaom24,24,33,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Caen,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-caen-vVsqBaom/,True,2016-04-16,F1,2016,france,Paris Saint-Germain,Caen,6,0,1.33,7.1,13.0,,,,
821604,vVsqBaom/,vVsqBaom29,29,39,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the left side of the box misses to the right.,1,,1,Paris Saint-Germain,Caen,zlatan ibrahimovic,,,,9.0,2.0,0,9.0,1.0,0,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-caen-vVsqBaom/,True,2016-04-16,F1,2016,france,Paris Saint-Germain,Caen,6,0,1.33,7.1,13.0,,,,
821627,vVsqBaom/,vVsqBaom52,52,56,"Goal!  Paris Saint Germain 5, Caen 0. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box to the bottom right corner. Assisted by Layvin Kurzawa with a cross.",1,12.0,1,Paris Saint-Germain,Caen,zlatan ibrahimovic,layvin kurzawa,,,4.0,1.0,1,3.0,1.0,2,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-caen-vVsqBaom/,True,2016-04-16,F1,2016,france,Paris Saint-Germain,Caen,6,0,1.33,7.1,13.0,,,,
821630,vVsqBaom/,vVsqBaom55,55,62,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Caen,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-caen-vVsqBaom/,True,2016-04-16,F1,2016,france,Paris Saint-Germain,Caen,6,0,1.33,7.1,13.0,,,,
821634,vVsqBaom/,vVsqBaom59,59,65,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is too high. Assisted by Angel Di MarA­a.,1,12.0,1,Paris Saint-Germain,Caen,zlatan ibrahimovic,angel di maria,,,10.0,2.0,0,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-caen-vVsqBaom/,True,2016-04-16,F1,2016,france,Paris Saint-Germain,Caen,6,0,1.33,7.1,13.0,,,,
821643,vVsqBaom/,vVsqBaom68,68,72,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is too high. Assisted by Lucas Moura.,1,12.0,1,Paris Saint-Germain,Caen,zlatan ibrahimovic,lucas moura,,,10.0,2.0,0,3.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-caen-vVsqBaom/,True,2016-04-16,F1,2016,france,Paris Saint-Germain,Caen,6,0,1.33,7.1,13.0,,,,
821653,vVsqBaom/,vVsqBaom78,78,82,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,1,Paris Saint-Germain,Caen,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-caen-vVsqBaom/,True,2016-04-16,F1,2016,france,Paris Saint-Germain,Caen,6,0,1.33,7.1,13.0,,,,
821660,vVsqBaom/,vVsqBaom85,85,90,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Caen,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/paris-sg-caen-vVsqBaom/,True,2016-04-16,F1,2016,france,Paris Saint-Germain,Caen,6,0,1.33,7.1,13.0,,,,
831144,2oz8zGEb/,2oz8zGEb7,7,17,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from more than 35 yards is high and wide to the right. Assisted by Benjamin Stambouli.,1,12.0,1,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,benjamin stambouli,,,6.0,2.0,0,17.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-rennes-2oz8zGEb/,True,2016-04-29,F1,2016,france,Paris Saint-Germain,Stade Rennes,4,0,1.41,6.5,12.5,,,,
831151,2oz8zGEb/,2oz8zGEb14,14,25,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the right side of the box misses to the left. Assisted by Javier Pastore.,1,12.0,1,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,javier pastore,,,8.0,2.0,0,11.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-rennes-2oz8zGEb/,True,2016-04-29,F1,2016,france,Paris Saint-Germain,Stade Rennes,4,0,1.41,6.5,12.5,,,,
831159,2oz8zGEb/,2oz8zGEb22,22,36,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is just a bit too high from a direct free kick.,1,,1,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,,,,1.0,2.0,0,15.0,1.0,0,4.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-rennes-2oz8zGEb/,True,2016-04-29,F1,2016,france,Paris Saint-Germain,Stade Rennes,4,0,1.41,6.5,12.5,,,,
831172,2oz8zGEb/,2oz8zGEb35,35,46,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is saved in the centre of the goal. Assisted by Angel Di MarA­a.,1,12.0,1,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,angel di maria,,,5.0,1.0,0,3.0,1.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-rennes-2oz8zGEb/,True,2016-04-29,F1,2016,france,Paris Saint-Germain,Stade Rennes,4,0,1.41,6.5,12.5,,,,
831187,2oz8zGEb/,2oz8zGEb50,50,54,"Goal!  Paris Saint Germain 2, Rennes 0. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box to the centre of the goal. Assisted by Angel Di MarA­a with a cross.",1,12.0,1,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,angel di maria,,,5.0,1.0,1,3.0,1.0,2,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-rennes-2oz8zGEb/,True,2016-04-29,F1,2016,france,Paris Saint-Germain,Stade Rennes,4,0,1.41,6.5,12.5,,,,
831208,2oz8zGEb/,2oz8zGEb71,71,76,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Maxwell with a through ball.,1,12.0,1,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,maxwell,,,3.0,1.0,0,3.0,1.0,4,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-rennes-2oz8zGEb/,True,2016-04-29,F1,2016,france,Paris Saint-Germain,Stade Rennes,4,0,1.41,6.5,12.5,,,,
831212,2oz8zGEb/,2oz8zGEb75,75,78,"Goal!  Paris Saint Germain 3, Rennes 0. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from the centre of the box to the centre of the goal. Assisted by Javier Pastore.",1,12.0,1,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,javier pastore,,,5.0,1.0,1,3.0,2.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-rennes-2oz8zGEb/,True,2016-04-29,F1,2016,france,Paris Saint-Germain,Stade Rennes,4,0,1.41,6.5,12.5,,,,
831214,2oz8zGEb/,2oz8zGEb77,77,80,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the right side of the box is close, but misses to the right. Assisted by Edinson Cavani with a cross.",1,12.0,1,Paris Saint-Germain,Stade Rennes,zlatan ibrahimovic,edinson cavani,,,9.0,2.0,0,11.0,1.0,2,1.0,0,/soccer/france/ligue-1-2015-2016/paris-sg-rennes-2oz8zGEb/,True,2016-04-29,F1,2016,france,Paris Saint-Germain,Stade Rennes,4,0,1.41,6.5,12.5,,,,
836950,CxqMViTT/,CxqMViTT4,4,10,"Offside, Paris Saint Germain. Angel Di MarA­a tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,GFC Ajaccio,zlatan ibrahimovic,angel di maria,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/gfc-ajaccio-paris-sg-CxqMViTT/,True,2016-05-07,F1,2016,france,GFC Ajaccio,Paris Saint-Germain,0,4,7.1,5.05,1.64,,,,
836967,CxqMViTT/,CxqMViTT21,21,33,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,GFC Ajaccio,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2015-2016/gfc-ajaccio-paris-sg-CxqMViTT/,True,2016-05-07,F1,2016,france,GFC Ajaccio,Paris Saint-Germain,0,4,7.1,5.05,1.64,,,,
836977,CxqMViTT/,CxqMViTT31,31,43,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the attacking half.,8,,2,Paris Saint-Germain,GFC Ajaccio,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/france/ligue-1-2015-2016/gfc-ajaccio-paris-sg-CxqMViTT/,True,2016-05-07,F1,2016,france,GFC Ajaccio,Paris Saint-Germain,0,4,7.1,5.05,1.64,,,,
836988,CxqMViTT/,CxqMViTT42,42,53,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) header from very close range is saved in the top centre of the goal. Assisted by Marquinhos with a cross.,1,12.0,2,Paris Saint-Germain,GFC Ajaccio,zlatan ibrahimovic,marquinhos,,,11.0,1.0,0,13.0,3.0,2,1.0,0,/soccer/france/ligue-1-2015-2016/gfc-ajaccio-paris-sg-CxqMViTT/,True,2016-05-07,F1,2016,france,GFC Ajaccio,Paris Saint-Germain,0,4,7.1,5.05,1.64,,,,
837023,CxqMViTT/,CxqMViTT77,77,90,"Goal!  GFC Ajaccio 0, Paris Saint Germain 4. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box to the bottom left corner. Assisted by Maxwell with a through ball.",1,12.0,2,Paris Saint-Germain,GFC Ajaccio,zlatan ibrahimovic,maxwell,,,3.0,1.0,1,15.0,1.0,4,1.0,0,/soccer/france/ligue-1-2015-2016/gfc-ajaccio-paris-sg-CxqMViTT/,True,2016-05-07,F1,2016,france,GFC Ajaccio,Paris Saint-Germain,0,4,7.1,5.05,1.64,,,,
841325,QoU46y0I/,QoU46y0I19,19,36,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from outside the box is close, but misses to the right. Assisted by Layvin Kurzawa.",1,12.0,2,Paris Saint-Germain,Bordeaux,zlatan ibrahimovic,layvin kurzawa,,,9.0,2.0,0,15.0,2.0,1,1.0,0,/soccer/france/ligue-1-2015-2016/bordeaux-paris-sg-QoU46y0I/,True,2016-05-11,F1,2016,france,Bordeaux,Paris Saint-Germain,1,1,6.5,4.9,1.73,,,,
841327,QoU46y0I/,QoU46y0I21,21,38,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick on the left wing.,8,,2,Paris Saint-Germain,Bordeaux,zlatan ibrahimovic,,,,,,0,4.0,,0,,0,/soccer/france/ligue-1-2015-2016/bordeaux-paris-sg-QoU46y0I/,True,2016-05-11,F1,2016,france,Bordeaux,Paris Saint-Germain,1,1,6.5,4.9,1.73,,,,
841346,QoU46y0I/,QoU46y0I40,40,59,"Goal!  Bordeaux 0, Paris Saint Germain 1. Zlatan Ibrahimovic (Paris Saint Germain) header from the left side of the six yard box to the bottom right corner. Assisted by Angel Di MarA­a with a cross.",1,12.0,2,Paris Saint-Germain,Bordeaux,zlatan ibrahimovic,angel di maria,,,4.0,1.0,1,10.0,3.0,2,1.0,0,/soccer/france/ligue-1-2015-2016/bordeaux-paris-sg-QoU46y0I/,True,2016-05-11,F1,2016,france,Bordeaux,Paris Saint-Germain,1,1,6.5,4.9,1.73,,,,
844080,jmz96FF5/,jmz96FF59,9,13,Foul by Zlatan Ibrahimovic (Manchester United).,3,,2,Manchester Utd,Bournemouth,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/england/premier-league/bournemouth-manchester-united-jmz96FF5/,True,2016-08-14,E0,2017,england,Bournemouth,Manchester Utd,1,3,5.8,3.75,1.82,2.15,1.86,2.0,1.94
844082,jmz96FF5/,jmz96FF511,11,15,"Offside, Manchester United. David de Gea tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Manchester Utd,Bournemouth,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/england/premier-league/bournemouth-manchester-united-jmz96FF5/,True,2016-08-14,E0,2017,england,Bournemouth,Manchester Utd,1,3,5.8,3.75,1.82,2.15,1.86,2.0,1.94
844101,jmz96FF5/,jmz96FF530,30,53,"Offside, Manchester United. Eric Bailly tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Manchester Utd,Bournemouth,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/england/premier-league/bournemouth-manchester-united-jmz96FF5/,True,2016-08-14,E0,2017,england,Bournemouth,Manchester Utd,1,3,5.8,3.75,1.82,2.15,1.86,2.0,1.94
844110,jmz96FF5/,jmz96FF539,39,63,Attempt saved. Zlatan Ibrahimovic (Manchester United) right footed shot from outside the box is saved in the top left corner.,1,,2,Manchester Utd,Bournemouth,zlatan ibrahimovic,,,,12.0,1.0,0,15.0,1.0,0,1.0,0,/soccer/england/premier-league/bournemouth-manchester-united-jmz96FF5/,True,2016-08-14,E0,2017,england,Bournemouth,Manchester Utd,1,3,5.8,3.75,1.82,2.15,1.86,2.0,1.94
844111,jmz96FF5/,jmz96FF540,40,64,"Goal!  Bournemouth 0, Manchester United 3. Zlatan Ibrahimovic (Manchester United) right footed shot from outside the box to the bottom left corner. Assisted by Anthony Martial.",1,12.0,2,Manchester Utd,Bournemouth,zlatan ibrahimovic,anthony martial,,,3.0,1.0,1,15.0,1.0,1,1.0,0,/soccer/england/premier-league/bournemouth-manchester-united-jmz96FF5/,True,2016-08-14,E0,2017,england,Bournemouth,Manchester Utd,1,3,5.8,3.75,1.82,2.15,1.86,2.0,1.94
844134,jmz96FF5/,jmz96FF563,63,87,Foul by Zlatan Ibrahimovic (Manchester United).,3,,2,Manchester Utd,Bournemouth,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/england/premier-league/bournemouth-manchester-united-jmz96FF5/,True,2016-08-14,E0,2017,england,Bournemouth,Manchester Utd,1,3,5.8,3.75,1.82,2.15,1.86,2.0,1.94
844587,YViaHWTN/,YViaHWTN5,5,6,"Offside, Manchester United. Paul Pogba tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Manchester Utd,Southampton,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/england/premier-league/manchester-united-southampton-YViaHWTN/,True,2016-08-19,E0,2017,england,Manchester Utd,Southampton,2,0,1.59,4.45,8.0,2.0,2.02,2.0,1.93
844600,YViaHWTN/,YViaHWTN18,18,29,"Attempt missed. Zlatan Ibrahimovic (Manchester United) right footed shot from the centre of the box is close, but misses the top right corner. Assisted by Juan Mata with a headed pass.",1,12.0,1,Manchester Utd,Southampton,zlatan ibrahimovic,juan mata,,,13.0,2.0,0,3.0,1.0,3,1.0,0,/soccer/england/premier-league/manchester-united-southampton-YViaHWTN/,True,2016-08-19,E0,2017,england,Manchester Utd,Southampton,2,0,1.59,4.45,8.0,2.0,2.02,2.0,1.93
844608,YViaHWTN/,YViaHWTN26,26,36,"Goal!  Manchester United 1, Southampton 0. Zlatan Ibrahimovic (Manchester United) header from the centre of the box to the bottom right corner. Assisted by Wayne Rooney with a cross.",1,12.0,1,Manchester Utd,Southampton,zlatan ibrahimovic,wayne rooney,,,4.0,1.0,1,3.0,3.0,2,1.0,0,/soccer/england/premier-league/manchester-united-southampton-YViaHWTN/,True,2016-08-19,E0,2017,england,Manchester Utd,Southampton,2,0,1.59,4.45,8.0,2.0,2.02,2.0,1.93
844612,YViaHWTN/,YViaHWTN30,30,40,Zlatan Ibrahimovic (Manchester United) wins a free kick on the right wing.,8,,1,Manchester Utd,Southampton,zlatan ibrahimovic,,,,,,0,5.0,,0,,0,/soccer/england/premier-league/manchester-united-southampton-YViaHWTN/,True,2016-08-19,E0,2017,england,Manchester Utd,Southampton,2,0,1.59,4.45,8.0,2.0,2.02,2.0,1.93
844623,YViaHWTN/,YViaHWTN41,41,52,"Goal!  Manchester United 2, Southampton 0. Zlatan Ibrahimovic (Manchester United) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Manchester Utd,Southampton,zlatan ibrahimovic,,,,3.0,1.0,1,14.0,1.0,0,2.0,0,/soccer/england/premier-league/manchester-united-southampton-YViaHWTN/,True,2016-08-19,E0,2017,england,Manchester Utd,Southampton,2,0,1.59,4.45,8.0,2.0,2.02,2.0,1.93
844625,YViaHWTN/,YViaHWTN43,43,57,Foul by Zlatan Ibrahimovic (Manchester United).,3,,1,Manchester Utd,Southampton,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/england/premier-league/manchester-united-southampton-YViaHWTN/,True,2016-08-19,E0,2017,england,Manchester Utd,Southampton,2,0,1.59,4.45,8.0,2.0,2.02,2.0,1.93
844640,YViaHWTN/,YViaHWTN58,58,72,Zlatan Ibrahimovic (Manchester United) wins a free kick in the defensive half.,8,,1,Manchester Utd,Southampton,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/england/premier-league/manchester-united-southampton-YViaHWTN/,True,2016-08-19,E0,2017,england,Manchester Utd,Southampton,2,0,1.59,4.45,8.0,2.0,2.02,2.0,1.93
849489,Iy7bDNSk/,Iy7bDNSk8,8,10,Attempt missed. Zlatan Ibrahimovic (Manchester United) header from the centre of the box is just a bit too high. Assisted by Anthony Martial with a cross.,1,12.0,2,Manchester Utd,Hull,zlatan ibrahimovic,anthony martial,,,1.0,2.0,0,3.0,3.0,2,1.0,0,/soccer/england/premier-league/hull-city-manchester-united-Iy7bDNSk/,True,2016-08-27,E0,2017,england,Hull,Manchester Utd,0,1,9.8,4.75,1.5,2.0,2.06,2.1,1.8
849495,Iy7bDNSk/,Iy7bDNSk14,14,19,Attempt blocked. Zlatan Ibrahimovic (Manchester United) left footed shot from the left side of the box is blocked. Assisted by Antonio Valencia with a cross.,1,12.0,2,Manchester Utd,Hull,zlatan ibrahimovic,antonio valencia,,,2.0,3.0,0,9.0,2.0,2,1.0,0,/soccer/england/premier-league/hull-city-manchester-united-Iy7bDNSk/,True,2016-08-27,E0,2017,england,Hull,Manchester Utd,0,1,9.8,4.75,1.5,2.0,2.06,2.1,1.8
