,id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n
242431,zNvbPHV8/,zNvbPHV866,66,71,"Goal!  Paris Saint Germain 2, Bastia 0. Zlatan Ibrahimovic (Paris Saint Germain) converts the penalty with a right footed shot to the bottom left corner.",1,,1,Paris Saint-Germain,Bastia,zlatan ibrahimovic,,,,3.0,1.0,1,14.0,1.0,0,2.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-bastia-zNvbPHV8/,True,2013-02-08,F1,2013,france,Paris Saint-Germain,Bastia,3,1,1.25,7.0,17.0,,,,
242446,zNvbPHV8/,zNvbPHV881,81,84,"Offside, Paris Saint Germain. Ezequiel Lavezzi tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,Bastia,zlatan ibrahimovic,ezequiel lavezzi,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-bastia-zNvbPHV8/,True,2013-02-08,F1,2013,france,Paris Saint-Germain,Bastia,3,1,1.25,7.0,17.0,,,,
248960,2yev5mpf/,2yev5mpf8,8,11,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the attacking half.,8,,2,Paris Saint-Germain,Sochaux,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/france/ligue-1-2012-2013/sochaux-paris-sg-2yev5mpf/,True,2013-02-17,F1,2013,france,Sochaux,Paris Saint-Germain,3,2,8.8,4.84,1.49,,,,
248961,2yev5mpf/,2yev5mpf9,9,11,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the left side of the six yard box is blocked. Assisted by Alex with a headed pass.,1,12.0,2,Paris Saint-Germain,Sochaux,zlatan ibrahimovic,alex,,,2.0,3.0,0,10.0,1.0,3,1.0,0,/soccer/france/ligue-1-2012-2013/sochaux-paris-sg-2yev5mpf/,True,2013-02-17,F1,2013,france,Sochaux,Paris Saint-Germain,3,2,8.8,4.84,1.49,,,,
249004,2yev5mpf/,2yev5mpf52,52,56,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is saved in the centre of the goal.,1,,2,Paris Saint-Germain,Sochaux,zlatan ibrahimovic,,,,5.0,1.0,0,3.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/sochaux-paris-sg-2yev5mpf/,True,2013-02-17,F1,2013,france,Sochaux,Paris Saint-Germain,3,2,8.8,4.84,1.49,,,,
249009,2yev5mpf/,2yev5mpf57,57,58,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is too high from a direct free kick.,1,,2,Paris Saint-Germain,Sochaux,zlatan ibrahimovic,,,,10.0,2.0,0,15.0,1.0,0,4.0,0,/soccer/france/ligue-1-2012-2013/sochaux-paris-sg-2yev5mpf/,True,2013-02-17,F1,2013,france,Sochaux,Paris Saint-Germain,3,2,8.8,4.84,1.49,,,,
249043,2yev5mpf/,2yev5mpf91,91,90,Zlatan Ibrahimovic (Paris Saint Germain) is shown the yellow card.,4,,2,Paris Saint-Germain,Sochaux,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/sochaux-paris-sg-2yev5mpf/,True,2013-02-17,F1,2013,france,Sochaux,Paris Saint-Germain,3,2,8.8,4.84,1.49,,,,
249048,2yev5mpf/,2yev5mpf96,96,90,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Sochaux,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/sochaux-paris-sg-2yev5mpf/,True,2013-02-17,F1,2013,france,Sochaux,Paris Saint-Germain,3,2,8.8,4.84,1.49,,,,
254276,tdNvYoEt/,tdNvYoEt7,7,5,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked.,1,,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254277,tdNvYoEt/,tdNvYoEt8,8,5,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) header from the centre of the box misses to the right. Assisted by Maxwell.,1,12.0,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,maxwell,,,9.0,2.0,0,3.0,3.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254288,tdNvYoEt/,tdNvYoEt19,19,18,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254291,tdNvYoEt/,tdNvYoEt22,22,20,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254300,tdNvYoEt/,tdNvYoEt31,31,33,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254302,tdNvYoEt/,tdNvYoEt33,33,34,"Offside, Paris Saint Germain. Ezequiel Lavezzi tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,ezequiel lavezzi,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254304,tdNvYoEt/,tdNvYoEt35,35,37,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from outside the box is blocked. Assisted by Lucas Moura.,1,12.0,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,lucas moura,,,2.0,3.0,0,15.0,2.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254306,tdNvYoEt/,tdNvYoEt37,37,38,"Offside, Paris Saint Germain. Blaise Matuidi tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,blaise matuidi,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254328,tdNvYoEt/,tdNvYoEt59,59,54,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254335,tdNvYoEt/,tdNvYoEt66,66,58,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked. Assisted by Lucas Moura.,1,12.0,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,lucas moura,,,2.0,3.0,0,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254345,tdNvYoEt/,tdNvYoEt76,76,63,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is saved in the centre of the goal.,1,,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,,,,5.0,1.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254346,tdNvYoEt/,tdNvYoEt77,77,64,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is close, but misses to the right. Assisted by Lucas Moura.",1,12.0,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,lucas moura,,,9.0,2.0,0,3.0,1.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254358,tdNvYoEt/,tdNvYoEt89,89,75,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254369,tdNvYoEt/,tdNvYoEt100,100,83,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
254380,tdNvYoEt/,tdNvYoEt111,111,90,"Goal!  Paris Saint Germain 2, Marseille 0. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from very close range to the bottom right corner. Assisted by JA©rA©my Menez with a cross.",1,12.0,1,Paris Saint-Germain,Marseille,zlatan ibrahimovic,jeremy menez,,,4.0,1.0,1,13.0,2.0,2,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-marseille-tdNvYoEt/,True,2013-02-24,F1,2013,france,Paris Saint-Germain,Marseille,2,0,1.58,4.34,7.0,,,,
255552,AyyRqqDh/,AyyRqqDh11,11,13,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is saved in the centre of the goal. Assisted by Blaise Matuidi.,1,12.0,2,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,blaise matuidi,,,5.0,1.0,0,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/reims-paris-sg-AyyRqqDh/,True,2013-03-02,F1,2013,france,Stade de Reims,Paris Saint-Germain,1,0,7.8,4.7,1.52,,,,
255565,AyyRqqDh/,AyyRqqDh24,24,29,Attempt blocked. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is blocked.,1,,2,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,,,,2.0,3.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/reims-paris-sg-AyyRqqDh/,True,2013-03-02,F1,2013,france,Stade de Reims,Paris Saint-Germain,1,0,7.8,4.7,1.52,,,,
255568,AyyRqqDh/,AyyRqqDh27,27,30,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/reims-paris-sg-AyyRqqDh/,True,2013-03-02,F1,2013,france,Stade de Reims,Paris Saint-Germain,1,0,7.8,4.7,1.52,,,,
255581,AyyRqqDh/,AyyRqqDh40,40,39,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is saved in the bottom right corner.,1,,2,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,,,,4.0,1.0,0,15.0,1.0,0,1.0,0,/soccer/france/ligue-1-2012-2013/reims-paris-sg-AyyRqqDh/,True,2013-03-02,F1,2013,france,Stade de Reims,Paris Saint-Germain,1,0,7.8,4.7,1.52,,,,
255583,AyyRqqDh/,AyyRqqDh42,42,42,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,2,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2012-2013/reims-paris-sg-AyyRqqDh/,True,2013-03-02,F1,2013,france,Stade de Reims,Paris Saint-Germain,1,0,7.8,4.7,1.52,,,,
255585,AyyRqqDh/,AyyRqqDh44,44,45,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/reims-paris-sg-AyyRqqDh/,True,2013-03-02,F1,2013,france,Stade de Reims,Paris Saint-Germain,1,0,7.8,4.7,1.52,,,,
255591,AyyRqqDh/,AyyRqqDh50,50,48,"Offside, Paris Saint Germain. Marco Verratti tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,marco verratti,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/reims-paris-sg-AyyRqqDh/,True,2013-03-02,F1,2013,france,Stade de Reims,Paris Saint-Germain,1,0,7.8,4.7,1.52,,,,
255603,AyyRqqDh/,AyyRqqDh62,62,60,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) left footed shot from outside the box misses to the left following a set piece situation.,1,,2,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,,,,8.0,2.0,0,15.0,2.0,0,2.0,0,/soccer/france/ligue-1-2012-2013/reims-paris-sg-AyyRqqDh/,True,2013-03-02,F1,2013,france,Stade de Reims,Paris Saint-Germain,1,0,7.8,4.7,1.52,,,,
255616,AyyRqqDh/,AyyRqqDh75,75,72,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,Stade de Reims,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/reims-paris-sg-AyyRqqDh/,True,2013-03-02,F1,2013,france,Stade de Reims,Paris Saint-Germain,1,0,7.8,4.7,1.52,,,,
259595,4bd0brSo/,4bd0brSo2,2,3,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick on the right wing.,8,,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,,,,,,0,5.0,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259600,4bd0brSo/,4bd0brSo7,7,9,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the defensive half.,8,,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,,,,,,0,2.0,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259613,4bd0brSo/,4bd0brSo20,20,24,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259616,4bd0brSo/,4bd0brSo23,23,26,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259637,4bd0brSo/,4bd0brSo44,44,45,"Offside, Paris Saint Germain. Blaise Matuidi tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,blaise matuidi,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259639,4bd0brSo/,4bd0brSo46,46,48,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is saved in the bottom right corner. Assisted by Marco Verratti with a through ball.,1,12.0,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,marco verratti,,,4.0,1.0,0,3.0,1.0,4,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259651,4bd0brSo/,4bd0brSo58,58,58,"Offside, Paris Saint Germain. Thiago Silva tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,thiago silva,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259652,4bd0brSo/,4bd0brSo59,59,59,"Goal!  Paris Saint Germain 1, Nancy 1. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box to the bottom right corner. Assisted by JA©rA©my Menez.",1,12.0,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,jeremy menez,,,4.0,1.0,1,3.0,1.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259655,4bd0brSo/,4bd0brSo62,62,61,Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is saved in the centre of the goal. Assisted by Ezequiel Lavezzi.,1,12.0,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,ezequiel lavezzi,,,5.0,1.0,0,3.0,1.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259656,4bd0brSo/,4bd0brSo63,63,62,"Goal!  Paris Saint Germain 2, Nancy 1. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the left side of the box to the centre of the goal. Assisted by Marco Verratti.",1,12.0,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,marco verratti,,,5.0,1.0,1,9.0,1.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259672,4bd0brSo/,4bd0brSo79,79,76,"Offside, Paris Saint Germain. Salvatore Sirigu tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,salvatore sirigu,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259680,4bd0brSo/,4bd0brSo87,87,82,"Offside, Paris Saint Germain. Salvatore Sirigu tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,salvatore sirigu,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259681,4bd0brSo/,4bd0brSo88,88,83,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259701,4bd0brSo/,4bd0brSo108,108,90,Zlatan Ibrahimovic (Paris Saint Germain) is shown the yellow card.,4,,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
259704,4bd0brSo/,4bd0brSo111,111,90,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick on the right wing.,8,,1,Paris Saint-Germain,AS Nancy Lorraine,zlatan ibrahimovic,,,,,,0,5.0,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-nancy-4bd0brSo/,True,2013-03-09,F1,2013,france,Paris Saint-Germain,AS Nancy Lorraine,2,1,1.24,7.4,18.0,,,,
267103,WO6KgKtH/,WO6KgKtH2,2,8,"Offside, Paris Saint Germain. Thiago Silva tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,thiago silva,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/st-etienne-paris-sg-WO6KgKtH/,True,2013-03-17,F1,2013,france,St Etienne,Paris Saint-Germain,2,2,2.96,3.35,2.72,,,,
267108,WO6KgKtH/,WO6KgKtH7,7,19,"Goal!  St Etienne 0, Paris Saint Germain 2. Zlatan Ibrahimovic (Paris Saint Germain) converts the penalty with a right footed shot to the bottom left corner.",1,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,3.0,1.0,1,14.0,1.0,0,2.0,0,/soccer/france/ligue-1-2012-2013/st-etienne-paris-sg-WO6KgKtH/,True,2013-03-17,F1,2013,france,St Etienne,Paris Saint-Germain,2,2,2.96,3.35,2.72,,,,
267109,WO6KgKtH/,WO6KgKtH8,8,20,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/st-etienne-paris-sg-WO6KgKtH/,True,2013-03-17,F1,2013,france,St Etienne,Paris Saint-Germain,2,2,2.96,3.35,2.72,,,,
267114,WO6KgKtH/,WO6KgKtH13,13,25,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/st-etienne-paris-sg-WO6KgKtH/,True,2013-03-17,F1,2013,france,St Etienne,Paris Saint-Germain,2,2,2.96,3.35,2.72,,,,
267124,WO6KgKtH/,WO6KgKtH23,23,36,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the attacking half.,8,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/france/ligue-1-2012-2013/st-etienne-paris-sg-WO6KgKtH/,True,2013-03-17,F1,2013,france,St Etienne,Paris Saint-Germain,2,2,2.96,3.35,2.72,,,,
267132,WO6KgKtH/,WO6KgKtH31,31,46,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/st-etienne-paris-sg-WO6KgKtH/,True,2013-03-17,F1,2013,france,St Etienne,Paris Saint-Germain,2,2,2.96,3.35,2.72,,,,
267159,WO6KgKtH/,WO6KgKtH58,58,70,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is close, but misses to the right. Assisted by Christophe Jallet.",1,12.0,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,christophe jallet,,,9.0,2.0,0,3.0,1.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/st-etienne-paris-sg-WO6KgKtH/,True,2013-03-17,F1,2013,france,St Etienne,Paris Saint-Germain,2,2,2.96,3.35,2.72,,,,
267166,WO6KgKtH/,WO6KgKtH65,65,77,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/st-etienne-paris-sg-WO6KgKtH/,True,2013-03-17,F1,2013,france,St Etienne,Paris Saint-Germain,2,2,2.96,3.35,2.72,,,,
267180,WO6KgKtH/,WO6KgKtH79,79,87,Foul by Zlatan Ibrahimovic (Paris Saint Germain).,3,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/st-etienne-paris-sg-WO6KgKtH/,True,2013-03-17,F1,2013,france,St Etienne,Paris Saint-Germain,2,2,2.96,3.35,2.72,,,,
267184,WO6KgKtH/,WO6KgKtH83,83,88,Zlatan Ibrahimovic (Paris Saint Germain) wins a free kick in the attacking half.,8,,2,Paris Saint-Germain,St Etienne,zlatan ibrahimovic,,,,,,0,1.0,,0,,0,/soccer/france/ligue-1-2012-2013/st-etienne-paris-sg-WO6KgKtH/,True,2013-03-17,F1,2013,france,St Etienne,Paris Saint-Germain,2,2,2.96,3.35,2.72,,,,
267410,lrvHfLr8/,lrvHfLr825,25,21,Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from the centre of the box is too high. Assisted by Marco Verratti with a through ball.,1,12.0,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,marco verratti,,,10.0,2.0,0,3.0,1.0,4,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-montpellier-lrvHfLr8/,True,2013-03-29,F1,2013,france,Paris Saint-Germain,Montpellier,1,0,1.64,4.05,6.61,,,,
267414,lrvHfLr8/,lrvHfLr829,29,27,"Attempt missed. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is close, but misses to the right. Assisted by JA©rA©my Menez.",1,12.0,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,jeremy menez,,,9.0,2.0,0,15.0,1.0,1,1.0,0,/soccer/france/ligue-1-2012-2013/paris-sg-montpellier-lrvHfLr8/,True,2013-03-29,F1,2013,france,Paris Saint-Germain,Montpellier,1,0,1.64,4.05,6.61,,,,
267423,lrvHfLr8/,lrvHfLr838,38,35,"Offside, Paris Saint Germain. Alex tries a through ball, but Zlatan Ibrahimovic is caught offside.",9,13.0,1,Paris Saint-Germain,Montpellier,zlatan ibrahimovic,alex,,,,,0,,,0,,0,/soccer/france/ligue-1-2012-2013/paris-sg-montpellier-lrvHfLr8/,True,2013-03-29,F1,2013,france,Paris Saint-Germain,Montpellier,1,0,1.64,4.05,6.61,,,,
